Name,Elevation (m),Country,Range,Fun Fact,Image
Phnom Aural,1813,Kambodzsa,,"Kambodzsa legmagasabb pontja a Kardamom-hegység részeként emelkedik, körülötte 1993-ban vadrezervátumot hoztak létre, amely tigriseknek, elefántoknak és leopárdoknak is otthont ad.",images/mountains/phnom-aural.jpg
Mont Nimba,1752,Guinea,,"A Nimba-hegység UNESCO világörökségi helyszín egyedülálló élővilága miatt, itt él például az elevenszülő varangy, amely sehol máshol a Földön nem fordul elő.",images/mountains/mont-nimba.jpg
Mont Panié,1628,Új-Kaledónia,,"Új-Kaledónia legmagasabb csúcsa, amelyet a helyi kanak közösség szent hegyként tisztel, és amelynek lejtőit sűrű, endemikus fajokban gazdag esőerdő borítja.",images/mountains/mont-panie.jpg
Sněžka,1603,Csehország,,"Csehország legmagasabb pontja, pontosan a cseh-lengyel határon fekszik az Óriás-hegységben (Krkonoše), tetején 1913 óta kápolna is áll.",images/mountains/snezka.jpg
Jebel ech Chambi,1544,Tunézia,,"Tunézia legmagasabb pontja a róla elnevezett nemzeti parkban emelkedik, amely az ország egyik legfontosabb, hegyvidéki erdős élőhelyeit védő természetvédelmi területe.",images/mountains/jebel-ech-chambi.jpg
Otse Hill,1494,Botswana,,"Botswana hagyományosan legmagasabb pontjának tartott csúcsa, bár újabb műholdas mérések szerint a közeli Monalanong-hegy néhány méterrel magasabb lehet nála.",images/mountains/otse-hill.jpg
La Grande Soufrière,1467,Guadeloupe,,"Guadeloupe aktív vulkánja és a Kis-Antillák legmagasabb pontja, amelynek 1976-os megnövekedett aktivitása miatt csaknem 73 ezer embert kellett kitelepíteni.",images/mountains/la-grande-soufriere.jpg
Mount Wuteve,1447,Libéria,,"Libéria legmagasabb pontja, más néven Wologizi-hegy, a Guineai-hátság részeként emelkedik ki, gerince mentén helyenként akár 100 méter magas sziklafalak találhatók.",images/mountains/mount-wuteve.png
Morne Diablotins,1447,Dominika,,"Dominica legmagasabb pontja, nevét a hegyen egykor nagy számban fészkelő fekete viharmadárról (diablotin) kapta, amely mára rendkívül ritkává vált.",images/mountains/morne-diablotins.jpg
Mont Ngaoui,1410,Közép-afrikai Köztársaság,,"A Közép-afrikai Köztársaság legmagasabb pontja, a Kamerunnal közös határ mentén húzódó Adamawa-fennsík részén emelkedik.",images/mountains/mont-ngaoui.png
Mont Pelée,1397,Martinique,,"1902-es kitörése napok alatt elpusztította Saint-Pierre városát, mintegy 30000 ember halálát okozva, ami a 20. század egyik legpusztítóbb vulkánkitörésévé tette.",images/mountains/mont-pelee.jpg
Ben Nevis,1345,Egyesült Királyság,Grampian-hegység (Skót-felföld),"Csúcsán 1883 és 1904 között folyamatosan üzemelő meteorológiai megfigyelőállomás működött, amelynek adatai máig fontosak a skót hegyi időjárás kutatásában.",images/mountains/ben-nevis.jpg
Cerro de Punta,1338,Puerto Rico,Cordillera Central,"Nem vulkáni eredetű csúcs, csupán a Cordillera Central legmagasabb pontja, tetejére pedig aszfaltozott út is felvezet.",images/mountains/cerro-de-punta.jpg
Tomanivi,1324,Fidzsi-szigetek,,"Fidzsi legmagasabb pontja a Viti Levu szigeten, korábbi neve Mount Victoria volt, Viktória brit királynő tiszteletére.",images/mountains/tomanivi.jpg
Halti,1324,Finnország,,"Finnország legmagasabb pontjaként tartják számon, bár maga a hegy csúcsa Norvégiában található; Finnország területére csak a hegy oldalában fekvő, 1324 méteres magaslat esik.",images/mountains/halti.jpg
Vesuvius,1281,Olaszország,,"Kr. u. 79-ben történt heves kitörésével hamu alá temette Pompeii és Herculaneum városait, és ma is a világ egyik legveszélyesebb aktív vulkánjának számít, mivel közelében milliós nagyváros, Nápoly fekszik.",images/mountains/vesuvius.jpg
Juliana Top,1280,Suriname,,"Suriname legmagasabb pontját Juliana holland hercegnőről, a későbbi királynőről nevezték el, és csak 1963-ban mászták meg elsőként a sűrű esőerdő nehezen járható terepe miatt.",images/mountains/juliana-top.jpg
Mount Meron,1208,Izrael,,"Izrael legmagasabb pontja a zöld vonalon belül, lábánál minden évben tömegek gyűlnek össze a Lag baOmer ünnepén tartott zarándoklatra.",images/mountains/mount-meron.jpg
Hombori Tondo,1155,Mali,,"Mali legmagasabb pontja egy meredek falú homokkő-plató, amelynek környékét a különleges sziklaalakzatok miatt gyakran a Szahara Monument-völgyeként emlegetik.",images/mountains/hombori-tondo.jpg
Doyle's Delight,1124,Belize,,"Belize legmagasabb csúcsa a sűrű esőerdővel borított Maya-hegységben, nevét egyes feltevések szerint egy Doyle nevű favágóról vagy fakitermelőről kapta.",images/mountains/doyle-s-delight.jpg
Snowdon,1085,Egyesült Királyság,,"Wales legmagasabb csúcsa, walesi neve Yr Wyddfa ""sírhalmot"" jelent, a legenda szerint itt fekszik eltemetve a Rhitta Gawr nevű legyőzött óriás.",images/mountains/snowdon.jpg
Mont Bengoué,1070,Gabon,,"Gabon esőerdejéből magányos gránit inselbergként emelkedik ki, lábánál kutatóállomás vizsgálja a térség egyedülálló biológiai sokféleségét.",images/mountains/mont-bengoue.jpg
Kao,1046,Tonga,,"Ez a kúp alakú, alvó vulkán Tonga legmagasabb pontja, szigetét egy 2006-os kitörés után teljesen kiürítették, lakói azóta sem tértek vissza.",images/mountains/kao.jpg
Carrauntoohil,1039,Írország,MacGillycuddy's Reeks,"Ír neve, a Corrán Tuathail, ""Tuathal sarlóját"" jelenti, a hegy jellegzetesen ívelt gerincére utalva.",images/mountains/carrauntoohil.jpg
Mount Nabi Yunis,1030,Palesztina,,"A palesztin területek legmagasabb pontja, nevét a hagyomány szerint az itt eltemetett Jónás prófétáról (arabul Nabi Yunis) kapta.",images/mountains/mount-nabi-yunis.jpg
Mont Nabemba,1020,Kongói Köztársaság,,"A Kongói Köztársaság legmagasabb csúcsa, amelynek vasérctartalmú kőzetei miatt a környékét jelentős bányászati érdeklődés övezi.",images/mountains/mont-nabemba.jpg
Kékes,1014,Magyarország,,"Magyarország legmagasabb pontja a Mátrában, tetején időjárás-megfigyelő állomással és tévétoronnyal.",images/mountains/kekes.jpg
Mont Agou,986,Togo,,"Togo legmagasabb pontja, a nyugat-afrikai Togo-hegység részeként teraszos kávé- és kakaóültetvények veszik körül.",images/mountains/mont-agou.png
Scafell Pike,978,Egyesült Királyság,,"Anglia legmagasabb csúcsa a Lake District nemzeti parkban található, tetején elhelyezett kőrakás az első világháborús hősi halottak emlékét őrzi.",images/mountains/scafell-pike.jpg
Mount Gimie,950,Saint Lucia,,"Saint Lucia legmagasabb csúcsa, sűrű esőerdővel borított vulkanikus hegy a sziget belsejében.",images/mountains/mount-gimie.jpg
Cerro del Aripo,940,Trinidad és Tobago,Északi-hegylánc (Aripo-tömb),"Lapos csúcsáról nincs kilátás, viszont itt él a kizárólag Trinidad legmagasabb hegyein és a venezuelai Paria-félszigeten előforduló arany fatücsökbéka.",images/mountains/cerro-del-aripo.png
Stromboli,924,Olaszország,,"Az egyik legaktívabb vulkán a Földön, több ezer éve szinte megszakítás nélkül apró kitöréseket produkál, ezért nevezik ""a Földközi-tenger világítótornyának"".",images/mountains/stromboli.jpg
Chances Peak,915,Montserrat,Soufrière Hills (Montserrat),"1995-ös felébredése és az azt követő kitörések elpusztították a sziget fővárosát, Plymouth-t, amely mára lakatlan hamuvárossá vált.",images/mountains/chances-peak.jpg
Kediet ej Jill,915,Mauritánia,,"Neve arabul körülbelül ""a hím teve hegyét"" jelenti, és Mauritánia legmagasabb, magányosan a Szahara fölé emelkedő pontja.",images/mountains/kediet-ej-jill.jpg
Morne Seychellois,905,Seychelle-szigetek,,"Seychelle-szigetek legmagasabb pontja, a Mahé szigetén fekszik, és a róla elnevezett nemzeti park központi csúcsaként sűrű esőerdő borítja.",images/mountains/morne-seychellois.jpg
Leklata,900,Ghána,,"Ghána legmagasabb vidékén, az Agumatsa-hegységben található, közel a híres Wli-vízeséshez és annak barlangjában élő hatalmas gyümölcsdenevér-kolóniához.",images/mountains/leklata.png
Slættaratindur,880,Feröer,,"A Feröer-szigetek legmagasabb csúcsa az Eysturoy szigetén, azt tartják, hogy tiszta időben a tetejéről a szigetcsoport nagy része belátható.",images/mountains/slttaratindur.jpg
Mount Scenery,870,Hollandia,,"A Holland Királyság legmagasabb pontja, egy vulkán Saba szigetén, amely a Karib-térség egyik legmeredekebb, közvetlenül a tengerből kiemelkedő hegye.",images/mountains/mount-scenery.jpg
Bellevue de l'Inini,851,Francia Guyana,Inini-hegyvidék,"Francia Guyana legmagasabb pontja egy nehezen elérhető, esőerdővel borított, útnélküli vidéken fekszik, ezért csak kevesen jutottak még el a csúcsára.",images/mountains/bellevue-de-l-inini.png
Cerro Perő,842,Paraguay,Ybytyruzú-hegylánc,"Más néven Cerro Tres Kandú, csúcsán korábban a paraguayi hadsereg és az állami áramszolgáltató létesítményei álltak, ezeket mára elbontották.",images/mountains/cerro-pero.jpg
Mount Saint Catherine,840,Grenada,,"Grenada legmagasabb csúcsa, egy kihunyt vulkán, amelynek kráteréből ma sűrű esőerdő nőtt ki.",images/mountains/mount-saint-catherine.jpg
Piton de la Petite Rivière Noire,828,Mauritius,,"Mauritius legmagasabb csúcsa a sziget délnyugati részén fekvő nemzeti park területén emelkedik, ahonnan tiszta időben az egész sziget belátható.",images/mountains/piton-de-la-petite-riviere-noire.png
Nanlaud,782,Mikronéziai Szövetségi Államok,,"A Mikronéziai Szövetségi Államok és Pohnpei sziget legmagasabb pontja helyi nyelven 'nagy hegyet' jelent, és a pohnpei kultúrában szent helynek számít, amelyet a nehéz megközelíthetőség miatt kevesen látogatnak meg.",images/mountains/nanlaud.png
Olavtoppen,780,Bouvet-sziget,,"A norvég fennhatóság alatt álló, a Föld egyik legelszigeteltebb szigetének számító Bouvet-sziget legmagasabb pontja, amelyet csak 2012-ben másztak meg először.",images/mountains/olavtoppen.png
Mount Tenakourou,747,Burkina Faso,,"Burkina Faso legmagasabb pontja egy homokkőből álló dombság csúcsa, ahonnan tiszta időben egyszerre látható Burkina Faso, Mali és Elefántcsontpart területe is.",images/mountains/mount-tenakourou.jpg
Monte Titano,739,San Marino,,"San Marino jelképe, három középkori tornyával (Guaita, Cesta és Montale) egy egész államnak adott nevet, s ma az UNESCO világörökség része.",images/mountains/monte-titano.jpg
Mount Usborne,705,Falkland-szigetek,,"A Falkland-szigetek legmagasabb csúcsát Alexander Burns Usborne-ról, a Charles Darwint is szállító Beagle hajó egyik tisztjéről nevezték el, oldalain ma is jégkorszaki kármedencék nyomai láthatók.",images/mountains/mount-usborne.jpg
Signal de Botrange,694,Belgium,,"Belgium legmagasabb pontja, a Hoge Venen (Hautes Fagnes) tőzeglápvidékén emelkedik, tetején mesterséges kilátódombot és tornyot építettek, hogy elérje a kerek 700 métert.",images/mountains/signal-de-botrange.jpg
Benara,660,Mayotte,Mayotte hegyvidéke (Grande-Terre),"A Bénara-hegy Mayotte szigetének déli részén, három település közigazgatási határán emelkedik, és a sziget egyik legjobb kilátópontjának számít.",images/mountains/benara.jpg
Mont Sokbaro,658,Benin,,"Benin legmagasabb pontja, az ország északnyugati részén húzódó Atakora-hegyvidék dombjai közül emelkedik ki.",images/mountains/mont-sokbaro.jpg
Te Manga,652,Cook-szigetek,,"A Cook-szigetekhez tartozó Rarotonga legmagasabb pontja, sűrű trópusi esőerdő borítja, megmászása a sziget egyik legnehezebb és legkalandosabb túrája.",images/mountains/te-manga.jpg
Felo Barkere,638,Szenegál,,"Szenegál legmagasabb pontja az ország délkeleti, Guineával határos dombvidékén emelkedik, messze az ország túlnyomórészt sík, alacsony fekvésű területeitől.",images/mountains/felo-barkere.png
Kneiff,560,Luxemburg,,"Luxemburg legmagasabb pontja az ország északi, Oesling nevű, az Ardennekhez tartozó dombvidékén található.",images/mountains/kneiff.jpg
Cerro Catedral,514,Uruguay,Sierra Carapé (Cuchilla Grande),"1973-ig egy másik hegyet, a Cerro de las Ánimast tartották Uruguay legmagasabb pontjának, míg egy katonai geodéziai mérés ki nem mutatta, hogy a Cerro Catedral magasabb.",images/mountains/cerro-catedral.jpg
Rock of Gibraltar,426,Gibraltár,,"Az ókori görögök az egyik Héraklész-oszlopnak tartották ezt a mészkőszirtet, mely ma Európa egyetlen vadon élő majompopulációjának, a berber makákóknak ad otthont.",images/mountains/rock-of-gibraltar.png
Mount Lamlam,406,Guam,,"Guam legmagasabb pontja, és ha a Mariana-árok fenekétől mérnénk, technikailag a Föld egyik legmagasabb hegyének is tekinthető.",images/mountains/mount-lamlam.jpg
Boggy Peak,402,Antigua és Barbuda,Antigua vulkáni magaslata,"2009-ben Barack Obama tiszteletére Mount Obama névre keresztelték át, de 2016-ban egy kormányváltás után visszaállították eredeti nevét.",images/mountains/boggy-peak.jpg
Flagstaff Peak,383,Sint Maarten,,"Sint Maarten holland felén emelkedő legmagasabb pont, a karib-térségi sziget hegyvidéki belső részén található.",images/mountains/flagstaff-peak.jpg
Sint Christoffelberg,372,Curaçao,,"Curaçao legmagasabb pontja, nevét a hajósok védőszentjéről, Szent Kristófról kapta, mivel a szigetet felfedező spanyol tengerészek innen tájékozódtak.",images/mountains/sint-christoffelberg.jpg
Murray Hill,361,Karácsony-sziget,,"Karácsony-sziget legmagasabb pontját 1857-ben mászták meg először, jóval a sziget 1615-ös feltérképezése után; ma a sziget esőerdővel borított nemzeti parkjának része.",images/mountains/murray-hill.jpg
Mount Hillaby,340,Barbados,,"Barbados legmagasabb pontja, a sziget közepén húzódó dombvidéken, a Scotland District nevű tájegységben található.",images/mountains/mount-hillaby.jpg
Mount Bates,319,Norfolk-sziget,,"A Norfolk-sziget legmagasabb pontja, nevét egy 18. századi brit hajótiszt után kapta, aki részt vett a sziget korai feltérképezésében.",images/mountains/mount-bates.png
Suur Munamägi,318,Észtország,,"Észtország és egyben az egész Baltikum legmagasabb pontja, neve szó szerint ""Nagy Tojás-hegyet"" jelent, tetején 1939 óta kilátótorony áll.",images/mountains/suur-munamagi.jpg
Gaiziņkalns,312,Lettország,,"Lettország legmagasabb pontja, tetején kilátótorony áll, amelyről a helyi hagyomány szerint tiszta időben akár a Balti-tenger is látható.",images/mountains/gaizinkalns.jpg
Aukštojas,294,Litvánia,Medininkai-magaslat (Balti-hátság),"Litvánia legmagasabb pontját csak 2004-ben azonosították pontos GPS-méréssel, korábban egy másik dombot hittek annak; nevét 2005-ben egy országos pályázaton kapta, az ősi litván főisten egyik jelzője nyomán.",images/mountains/aukstojas.jpg
Morne de Vitet,286,Saint-Barthélemy,,"Saint-Barthélemy szigetének legmagasabb pontja, lejtőit trópusi növényzet borítja, tetejéről pedig kilátás nyílik a sziget öbleire.",images/mountains/morne-de-vitet.jpg
Dongol Rondè,266,Bissau-Guinea,,"Bissau-Guinea legmagasabb pontja, az ország belső, dombvidéki részén, a szomszédos Fouta Djallon-fennsík nyúlványain emelkedik.",images/mountains/dongol-ronde.png
Ta' Dmejrek,253,Málta,,"Málta legmagasabb pontja, a látványos Dingli-sziklák közelében fekszik, ahonnan tiszta időben ellátni egészen a tenger horizontjáig.",images/mountains/ta-dmejrek.jpg
Mount Ngerchelchuus,242,Palau,,"Palau legmagasabb pontja, egy alacsony, sűrű dzsungellel borított domb Babeldaob szigetén.",images/mountains/mount-ngerchelchuus.jpg
Mount Jamanota,188,Aruba,,"Aruba legmagasabb pontja, egy alacsony, vulkanikus eredetű domb a sziget keleti részén.",images/mountains/mount-jamanota.jpg
Coloane Alto,172,Makaó,,"Makaó legmagasabb pontja a Coloane-szigeten található, amelyet a 20. század végi feltöltési munkálatok mesterséges földnyelvvel kapcsoltak össze a szomszédos Taipa szigettel.",images/mountains/coloane-alto.jpg
Møllehøj,171,Dánia,,"Dánia hivatalosan elismert legmagasabb pontja mindössze 171 méter, ami jól mutatja, mennyire lapos ország Dánia; e státuszért sokáig versengett a szomszédos Ejer Bavnehøj dombbal.",images/mountains/mllehj.jpg
Bukit Timah Hill,164,Szingapúr,Szingapúri-fennsík,"Neve malájul ""Ón-hegyet"" jelent, bár a térségben sosem találtak ónlelőhelyet; a hegy Szingapúr egyik utolsó eredeti esőerdő-foltjának ad otthont.",images/mountains/bukit-timah-hill.jpg
Mont Agel,162,Monaco,,"Bár Monacóhoz kötődik, a csúcs valójában francia területen emelkedik a hercegség fölé, tetején golfpályával, ahonnan lenyűgöző kilátás nyílik a Riviérára és a tengerpartra.",images/mountains/mont-agel.jpg
Les Platons,136,Jersey,,"Jersey legmagasabb pontja Saint John egyházközségben található, a sziget északi részén.",images/mountains/les-platons.jpg
Mountain of Smoke,134,Bahrein,,"Bahrein legmagasabb pontját azért nevezték el a 'füst hegyének', mert párás napokon rendszeresen ködpára veszi körül; lejtőin 1932-ben fedezték fel az ország első kőolajkútját, ami alapjaiban változtatta meg Bahrein gazdaságát.",images/mountains/mountain-of-smoke.jpg
Le Moulin,114,Guernsey,,"Guernsey legmagasabb pontja, amelynek szerény, alig több mint 100 méteres magassága jól tükrözi a Csatorna-szigetek lankás domborzatát.",images/mountains/le-moulin.jpg
Qurayn Abu al Bawl,103,Katar,,"Katar legmagasabb pontja mindössze száz méter körüli magasságával jól szemlélteti, mennyire lapos és sivatagos a félsziget felszíne.",images/mountains/qurayn-abu-al-bawl.jpg
Hármas-határ-hegy,495,Magyarország,,"Budapest egyik kiemelkedő pontja, amely nevét onnan kapta, hogy a történelem során három korábbi település, Óbuda, Békásmegyer és Csillaghegy határa találkozott a tetején.",images/mountains/harmas-hatar-hegy.jpg
Galyatető,964,Magyarország,,"A Mátra kiemelkedő pontja, a hasonló nevű üdülőfalu a 20. század eleje óta kedvelt kirándulóhely és egykori kedvelt vadászterület.",images/mountains/galyateto.jpg
Istállós-kő,959,Magyarország,,"A Bükk-hegység második legmagasabb pontja, oldalában húzódó barlangjában talált őskori leletek a Kárpát-medence legkorábbi emberi jelenlétének egyik legfontosabb bizonyítékai közé tartoznak.",images/mountains/istallos-ko.jpg
Bálvány,956,Magyarország,Bükk-hegység,"Csúcsán 1948-ban épült kilátó áll, ahonnan jó időben akár a Tátra havas csúcsai is látszanak.",images/mountains/balvany.jpg
Tar-kő,950,Magyarország,,"A Bükk-fennsík egyik jellegzetes mészkőszirtje, meredek, sziklás fala miatt a hazai sportmászók egyik kedvelt célpontja.",images/mountains/tar-ko.gif
Csóványos,938,Magyarország,,"A Börzsöny legmagasabb csúcsa, tetején 1978 óta kilátótorony áll, amelyről tiszta időben akár a Magas-Tátra csúcsai is kivehetők.",images/mountains/csovanyos.jpg
Nagy-Milic,894,Magyarország,,"A Zempléni-hegység legmagasabb pontja a magyar-szlovák határon húzódik, szlovákul Veľký Milič néven ismerik.",images/mountains/nagy-milic.jpg
Írott-kő,882,Magyarország,,"A Dunántúl legmagasabb pontja az osztrák határon, nevét a tetején egykor állt, feliratos határkőről kapta.",images/mountains/irott-ko.jpg
Nagy-Hideg-hegy,864,Magyarország,,"A Börzsöny második legmagasabb csúcsa, nevét a környékén uralkodó, a hegység többi részéhez képest jóval hűvösebb mikroklímájáról kapta.",images/mountains/nagy-hideg-hegy.jpg
Bél-kő,819,Magyarország,Bükk-hegység,"Oldalában évtizedekig kőbánya működött, ami a hegy tetejéből jelentős részt elhordott, a fejtést végül csak 2002-ben szüntették meg.",images/mountains/bel-ko.jpg
Muzsla,805,Magyarország,,"A Mátra nyugati gerincének legmagasabb, 805 méteres pontja, meredek nyugati és enyhébb keleti lejtőkkel, csúcsáról a sűrű erdő miatt mégsem nyílik kilátás.",images/mountains/muzsla.jpg
Pilis,757,Magyarország,,"A Pilis-hegység legmagasabb pontjához évszázados legendák fűződnek, a néphagyomány szerint itt lehetett Mátyás király egykori vadászkastélya és rejtett kincse.",images/mountains/pilis.jpg
Karancs,729,Magyarország,,"Egykori vulkán, amelynek andezit kúpja szigetként emelkedik ki a nógrádi dombvidékből, tetejéről kilátás nyílik egészen Szlovákiáig.",images/mountains/karancs.jpg
Kőris-hegy,709,Magyarország,,"A Bakony legmagasabb csúcsa, tetején kilátóval, ahonnan tiszta időben a Balaton is látható.",images/mountains/koris-hegy.jpg
Dobogókő,700,Magyarország,,"A Visegrádi-hegység kiemelkedő pontja, amelyet ezoterikus körökben 'a Föld szívcsakrájának' is neveznek, és a Dunakanyar egyik legkedveltebb kilátóhelye.",images/mountains/dobogoko.jpg
Zengő,682,Magyarország,,"A Mecsek legmagasabb csúcsa, tetején a hidegháború idején katonai radarállomás működött, amelynek helyén ma kilátó áll.",images/mountains/zengo.jpg
Naszály,652,Magyarország,,A Vác közelében emelkedő elszigetelt dolomithegy kedvező termikjei miatt az egyik legnépszerűbb magyarországi sárkányrepülő és siklóernyős célpont.,images/mountains/naszaly.jpg
Prédikálószék,639,Magyarország,,"A Pilis-hegység egyik látványos sziklacsúcsa, melynek nevét egy prédikálószékre emlékeztető, meredek sziklakiszögellésről kapta a Dunakanyar fölött.",images/mountains/predikaloszek.jpg
Nagy-Gerecse,634,Magyarország,,"A Gerecse-hegység legmagasabb csúcsa triász időszaki mészkőből és dolomitból épül fel, felszínén jellegzetes karsztos formák, víznyelők és barlangok találhatók.",images/mountains/nagy-gerecse.jpg
Tubes,611,Magyarország,,"Az Egri-Bükkalja jellegzetes hegye Eger közelében, lejtőit szőlőültetvények borítják, amelyek a híres egri borvidék részét képezik.",images/mountains/tubes.jpg
Nagy-Kopasz,559,Magyarország,,"A Zempléni-hegység legdélebbi pontja egykori vulkáni kúp, amelynek löszös, déli lejtőin terem a Tokaji borvidék legkiválóbb szőlője.",images/mountains/nagy-kopasz.png
János-hegy,527,Magyarország,,"Budapest legmagasabb pontja, tetején az Erzsébet-kilátóval, amelyet libegővel is meg lehet közelíteni a Zugligetből.",images/mountains/janos-hegy.jpg
Nagy-Hárs-hegy,454,Magyarország,,"A Budai-hegység egyik csúcsa, nevét az itt egykor bőségesen termő hárs fákról kapta.",images/mountains/nagy-hars-hegy.png
Badacsony,437,Magyarország,Balaton-felvidék (Tapolcai-medence tanúhegyei),"A tanúhegyet néhány millió éve kitört vulkáni bazaltláva építette fel, amelynek lehűlésekor keletkeztek a jellegzetes, oszlopos bazaltorgonák.",images/mountains/badacsony.jpg
Somló,431,Magyarország,,"Magányosan álló, kialudt vulkáni hegy a Kisalföld szélén, lejtőin terem a Somlói Juhfark, az egyik leghíresebb és legkülönlegesebb magyar fehérbor.",images/mountains/somlo.jpg
Ság-hegy,291,Magyarország,,"Celldömölk mellett emelkedő kialudt vulkáni hegy, egykori bányászata tárta fel jellegzetes, orgonasípszerűen rendeződő bazaltoszlopait.",images/mountains/sag-hegy.jpg
Gerlachfalvi-csúcs,2655,Szlovákia,,"Nemcsak a Magas-Tátra, hanem a teljes Kárpát-hegység legmagasabb csúcsa, 2655 méteres magasságával Szlovákia legmagasabb pontjának is számít.",images/mountains/gerlachfalvi-csucs.jpg
Tengerszem-csúcs,2503,Szlovákia,,"A Magas-Tátra szlovákiai oldalán emelkedő csúcs, nevét a lábánál csillogó hegyi tóról, tengerszemről kapta, amilyenből a Tátrában több tucat található.",images/mountains/tengerszem-csucs.jpg
Kriván,2494,Szlovákia,,"A Magas-Tátra egyik legjellegzetesebb, jól felismerhető sziluettű csúcsa, amely a szlovák nemzeti öntudat és a szabadság jelképévé vált a népköltészetben.",images/mountains/krivan.jpg
Nagyszalóki-csúcs,2452,Szlovákia,,"A Magas-Tátra 2452 méteres csúcsa mászófelszerelés és hegyivezető nélkül, kék jelzésű turistaúton is elérhető, ezért a kétezerötszázasok közül az egyik legnépszerűbb célpont.",images/mountains/nagyszaloki-csucs.jpg
Kis-Viszoka,2429,Szlovákia,,"A Magas-Tátra egyik csúcsa, amely a népszerű Rysy szomszédságában húzódó gerinc része.",images/mountains/kis-viszoka.jpg
Kapor-csúcs,2363,Szlovákia,,"A Magas-Tátra egyik kevésbé látogatott csúcsa, amely a Kőpataki-tó fölé magasodó gerincvonulat része.",images/mountains/kapor-csucs.jpg
Fehér-tavi-csúcs,2229,Szlovákia,,"A Magas-Tátra csúcsa, nevét a lábánál fekvő Fehér-tóról (Biele pleso) kapta, amely az egyik legtöbbet fotózott tátrai hegyi tó.",images/mountains/feher-tavi-csucs.jpg
Elülső-Szoliszkó,2093,Szlovákia,,"A Magas-Tátra csúcsa, amely a népszerű Tátrai-magaslati út (Tatranská magistrála) útvonala mentén emelkedik.",images/mountains/elulso-szoliszko.jpg
Gyömbér,2043,Szlovákia,,"Az Alacsony-Tátra egyik jellegzetes csúcsa, szlovák neve, a Ďumbier eredete vitatott, egyes nyelvészek ószláv gyökerekre vezetik vissza.",images/mountains/gyomber.jpg
Nagy-Morgás,2037,Szlovákia,,"Az Alacsony-Tátra hegyláncának egyik kétezres magasságú pontja, amely a népszerű Chopok és Gyömbér csúcsok közötti gerinctúra egyik állomása.",images/mountains/nagy-morgas.png
Chopok,2024,Szlovákia,,"Az Alacsony-Tátra legmagasabb csúcsa, tetején időjárás-megfigyelő állomás áll, lábánál pedig a Jasná síterep húzódik, amely Szlovákia egyik legnépszerűbb téli sportközpontja.",images/mountains/chopok.jpg
Oszterva,1984,Szlovákia ,,"A Magas-Tátra déli oldalának egyik legkönnyebben megközelíthető magaslata, amely a Tompa-hegy gerincének a Menguszfalvi-völgy felé előretolt foka.",images/mountains/oszterva.jpg
